"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"GAS5-AS11"	8.16904091238327e-27	1.07873014643928	0.216	0.318	1.7306113172884e-22	"2"	"GAS5-AS1"
"SIRT2"	5.26283368861765e-26	0.303246158042451	0.289	0.189	1.11493131693365e-21	"2"	"SIRT2"
"ITCH"	7.20662864899878e-26	0.276593448968604	0.31	0.207	1.52672427929039e-21	"2"	"ITCH"
"SP4"	1.0774367212294e-25	0.282921930594534	0.282	0.185	2.28254969392449e-21	"2"	"SP4"
"CALHM2"	1.2350433615793e-25	0.3246038327351	0.313	0.197	2.61643936150575e-21	"2"	"CALHM2"
"RAB9A"	1.30653964593308e-25	0.311075016590997	0.255	0.142	2.76790423990923e-21	"2"	"RAB9A"
"SIPA1"	3.52285049256154e-25	0.36577664458625	0.254	0.15	7.46315876849162e-21	"2"	"SIPA1"
"GABARAPL1"	1.8066907624435e-24	0.523718016527348	0.26	0.15	3.82747438023655e-20	"2"	"GABARAPL1"
"DCAF5"	1.85565313628407e-24	0.291212428145026	0.314	0.213	3.9312011692178e-20	"2"	"DCAF5"
"ACAA2"	2.58781787185224e-24	0.288306272542048	0.348	0.243	5.48229216151897e-20	"2"	"ACAA2"
"TRAPPC2"	6.2154843152419e-24	0.295968706275928	0.324	0.21	1.316750352184e-19	"2"	"TRAPPC2"
"MAP4K5"	1.56687152250627e-23	0.27100140225089	0.253	0.163	3.31941732042953e-19	"2"	"MAP4K5"
"FLI1"	5.27186567896271e-23	0.302067588715666	0.372	0.269	1.11684474408825e-18	"2"	"FLI1"
"HLA-DPB2"	1.31761302015735e-22	0.944072980284674	0.306	0.198	2.79136318320335e-18	"2"	"HLA-DPB2"
"SEC24C"	5.87249941520356e-22	0.29067607279722	0.344	0.243	1.24408900111087e-17	"2"	"SEC24C"
"ARL5A"	1.9179384120898e-21	0.352528145532423	0.292	0.198	4.06315252601225e-17	"2"	"ARL5A"
"HERPUD2"	2.11629934482766e-21	0.291197402155991	0.371	0.278	4.4833801620174e-17	"2"	"HERPUD2"
"PTPRA"	9.98467609591654e-21	0.265840002649975	0.35	0.257	2.11525363091992e-16	"2"	"PTPRA"
"DOCK11"	1.28593732198852e-20	0.262472169996245	0.368	0.27	2.72425821663268e-16	"2"	"DOCK11"
"CUL4A"	1.71283160949438e-20	0.326937042980301	0.334	0.233	3.62863376471383e-16	"2"	"CUL4A"
"VEZF1"	4.84178192349556e-20	0.281422376102895	0.264	0.185	1.02573150049253e-15	"2"	"VEZF1"
"CCDC69"	5.35118239507973e-20	0.33972480915047	0.329	0.241	1.13364799039764e-15	"2"	"CCDC69"
"ORAI1"	6.78334637925547e-20	0.257767266190192	0.263	0.161	1.43705193044527e-15	"2"	"ORAI1"
"WDR45"	2.55231989441611e-19	0.271231221893867	0.292	0.196	5.40708969632053e-15	"2"	"WDR45"
"VPS26A"	3.29648214097544e-19	0.345237432926005	0.319	0.228	6.98359741565648e-15	"2"	"VPS26A"
"TADA3"	3.07256384979491e-18	0.295734746067743	0.336	0.245	6.50922651579051e-14	"2"	"TADA3"
"FBXL5"	5.16969777248942e-18	0.260615421569699	0.353	0.262	1.09520047310188e-13	"2"	"FBXL5"
"GPATCH8"	5.52789799925295e-18	0.351202214450859	0.346	0.246	1.17108519114174e-13	"2"	"GPATCH8"
"TSPOAP1-AS1"	1.0135326139979e-17	0.266182258357923	0.359	0.259	2.14716884275455e-13	"2"	"TSPOAP1-AS1"
"UNC13D"	2.54616311424433e-17	0.260232193503594	0.341	0.256	5.39404655752661e-13	"2"	"UNC13D"
"EIF4EBP2"	2.34075262596348e-16	0.274849445610963	0.32	0.235	4.95888443810362e-12	"2"	"EIF4EBP2"
"HPS3"	2.54696158455951e-16	0.351830085516924	0.257	0.168	5.39573811688932e-12	"2"	"HPS3"
"UHMK1"	8.22689003805806e-16	0.26461006896406	0.329	0.245	1.7428666545626e-11	"2"	"UHMK1"
"PQLC3"	1.00813037873802e-15	0.25144190082272	0.296	0.209	2.1357242073565e-11	"2"	"PQLC3"
"NAA501"	9.929326830105e-14	0.251318856063415	0.298	0.228	2.10352788895774e-09	"2"	"NAA50"
"ELMO2"	7.17772403172691e-13	0.263880531948451	0.264	0.194	1.52060083612134e-08	"2"	"ELMO2"
"GOLPH3"	8.67287106661709e-13	0.311169214333359	0.313	0.248	1.83734773546283e-08	"2"	"GOLPH3"
"STIM1"	1.17301955941745e-12	0.253240182459918	0.339	0.264	2.48504193662588e-08	"2"	"STIM1"
"DCTN1"	8.33674047186777e-12	0.281322051844172	0.26	0.191	1.76613846896519e-07	"2"	"DCTN1"
"PRKCSH"	1.01664526249561e-10	0.351705624178118	0.327	0.259	2.15376298859694e-06	"2"	"PRKCSH"
"EIF2AK1"	4.00201575535362e-10	0.260324786498106	0.303	0.238	8.47827037771665e-06	"2"	"EIF2AK1"
"APLP2"	1.1345304498772e-07	0.294749582104064	0.252	0.187	0.00240350275806486	"2"	"APLP2"
"VPS4B"	3.57794795392242e-06	0.257550060292392	0.263	0.221	0.0757988274038464	"2"	"VPS4B"
"ADAM17"	7.43878127173643e-05	0.262393376421772	0.268	0.231	1	"2"	"ADAM17"
"H3F3C"	0.000608090269212444	0.43981024477486	0.237	0.296	1	"2"	"H3F3C"
"HLA-G"	0.00595421870462723	0.681724604192173	0.466	0.432	1	"2"	"HLA-G"
"B2M"	0	0.859169916205398	0.901	0.518	0	"3"	"B2M"
"MALAT1"	0	0.751093660052186	0.858	0.501	0	"3"	"MALAT1"
"TMSB4X"	1.28103974098053e-265	0.902786129373363	0.785	0.498	2.71388269126725e-261	"3"	"TMSB4X"
"MYL12A"	1.56581456405315e-253	0.655026361363192	0.832	0.562	3.31717815394659e-249	"3"	"MYL12A"
"IFITM1"	1.5037026333522e-241	0.723855890000584	0.816	0.489	3.18559402875664e-237	"3"	"IFITM1"
"PFN1"	1.37596979869247e-138	0.517307799931535	0.769	0.537	2.91499201852999e-134	"3"	"PFN1"
"CD52"	1.6173699752564e-128	0.718754802055747	0.698	0.46	3.42639829258067e-124	"3"	"CD52"
"TMSB10"	1.67759975944624e-125	0.74010057700591	0.689	0.458	3.55399509038687e-121	"3"	"TMSB10"
"UBB"	1.53878964989363e-124	0.490599399247254	0.762	0.564	3.25992587329966e-120	"3"	"UBB"
"ARHGDIB"	3.87237371253632e-123	0.439890173025779	0.765	0.572	8.2036237100082e-119	"3"	"ARHGDIB"
"FTL"	2.53346082166919e-114	0.485823226019583	0.748	0.539	5.36713675070618e-110	"3"	"FTL"
"S100A4"	3.12280068496226e-113	0.853586658241432	0.681	0.466	6.61565325109254e-109	"3"	"S100A4"
"ANXA11"	5.68586056533557e-112	0.528728697392892	0.665	0.51	1.20454956076634e-107	"3"	"ANXA1"
"IL32"	2.32340183433876e-110	0.380713581261439	0.756	0.531	4.92212678604667e-106	"3"	"IL32"
"FTH1"	3.54719365751026e-108	0.472875876194426	0.733	0.533	7.5147297634355e-104	"3"	"FTH1"
"IFITM31"	2.51336722942119e-97	1.18487863111655	0.491	0.274	5.32456847552879e-93	"3"	"IFITM3"
"GIMAP71"	4.3052446348442e-97	0.521531312255365	0.723	0.53	9.12066075891745e-93	"3"	"GIMAP7"
"CD3D"	2.32797629797011e-96	0.461989543298042	0.704	0.501	4.93181778724968e-92	"3"	"CD3D"
"EMP3"	7.34795957464544e-92	0.745683917561884	0.662	0.439	1.55666523588864e-87	"3"	"EMP3"
"MYL12B"	2.85605331389732e-88	0.448353643556887	0.751	0.583	6.05054894549148e-84	"3"	"MYL12B"
"RPS14P31"	4.62047453305979e-86	0.458948028406085	0.534	0.335	9.78847529828716e-82	"3"	"RPS14P3"
"CALM2"	1.04517573103174e-85	0.450119058111167	0.728	0.592	2.21420478619074e-81	"3"	"CALM2"
"PTMA"	1.53860659737427e-84	0.449742163673404	0.707	0.518	3.25953807653739e-80	"3"	"PTMA"
"SH3BGRL3"	2.7472278194249e-84	0.489955180799742	0.714	0.534	5.82000213545165e-80	"3"	"SH3BGRL3"
"SERF2-C15ORF63"	6.49987351330181e-84	0.585158374711875	0.634	0.423	1.37699820379299e-79	"3"	"SERF2-C15ORF63"
"UBXN11"	7.80958834702218e-84	0.5415827370336	0.659	0.454	1.65446129131665e-79	"3"	"UBXN11"
"HIST1H4C"	1.1183963314129e-81	0.858443629602417	0.459	0.275	2.36932262809822e-77	"3"	"HIST1H4C"
"RPS141"	5.46124230904063e-79	0.373727360594604	0.673	0.473	1.15696418317026e-74	"3"	"RPS14"
"CFL1"	1.29707982553747e-75	0.356995373260483	0.729	0.568	2.74786361040112e-71	"3"	"CFL1"
"MIR1282"	2.3883250246797e-74	0.642913734170821	0.617	0.438	5.05966656478394e-70	"3"	"MIR1282"
"HCST1"	1.27208283817686e-73	0.824584781717744	0.59	0.386	2.69490749267768e-69	"3"	"HCST"
"C1orf561"	5.96886715564297e-70	0.633338062583604	0.595	0.389	1.26450450692296e-65	"3"	"C1orf56"
"HNRNPH1"	1.87908296601278e-68	0.379695901798104	0.673	0.496	3.98083726349808e-64	"3"	"HNRNPH1"
"IFITM2"	2.78384354949914e-66	0.537645979047747	0.635	0.46	5.89757255961394e-62	"3"	"IFITM2"
"MYL6"	5.22552544663559e-65	0.38288826207243	0.702	0.527	1.10702756586975e-60	"3"	"MYL6"
"CALM11"	2.18240630701419e-62	0.35043029971291	0.707	0.576	4.62342776140956e-58	"3"	"CALM1"
"SERF2"	1.33587167809046e-61	0.481844974744231	0.619	0.457	2.83004415003464e-57	"3"	"SERF2"
"ALOX5AP1"	2.26246676358112e-60	0.478928204526942	0.563	0.447	4.7930358386466e-56	"3"	"ALOX5AP"
"RPL23A1"	4.08197114950488e-58	0.652227324368467	0.48	0.365	8.64765588022608e-54	"3"	"RPL23A"
"S100A6"	1.14721575691509e-56	0.873303544574576	0.585	0.427	2.43037658102461e-52	"3"	"S100A6"
"RPL36AL"	4.11096834366587e-55	0.707961672525159	0.584	0.397	8.70908643605614e-51	"3"	"RPL36AL"
"ATP5EP2"	4.24590531090177e-54	0.574406797658051	0.332	0.212	8.99495040114541e-50	"3"	"ATP5EP2"
"RPL27A1"	3.03897271948737e-51	0.444813040123073	0.583	0.445	6.438063706234e-47	"3"	"RPL27A"
"H3F3B"	3.41995354437954e-51	0.275282046152029	0.727	0.58	7.24517158376806e-47	"3"	"H3F3B"
"TIMP1"	5.9686045145158e-51	0.549169342442625	0.253	0.203	1.26444886640017e-46	"3"	"TIMP1"
"SKP1P2"	1.0278903017786e-50	1.75800862221909	0.444	0.273	2.17758560431797e-46	"3"	"SKP1P2"
"RPS191"	4.56934274035117e-48	0.397776779407301	0.626	0.472	9.68015259543395e-44	"3"	"RPS19"
"S100A11"	1.35277982342792e-47	0.852314280692298	0.589	0.416	2.86586405593204e-43	"3"	"S100A11"
"ISG15"	5.93136807270138e-47	0.917771014117951	0.407	0.297	1.25656032620179e-42	"3"	"ISG15"
"PSME2"	6.01473460643355e-47	0.497114884881456	0.615	0.498	1.27422152637295e-42	"3"	"PSME2"
"S100A10"	2.87582483382755e-46	0.613373577656879	0.637	0.468	6.09243491046366e-42	"3"	"S100A10"
"RPS251"	6.46600992247521e-45	0.52782696248674	0.572	0.435	1.36982420207637e-40	"3"	"RPS25"
"RPS181"	2.82440695505008e-44	0.251379317411952	0.608	0.451	5.9835061342736e-40	"3"	"RPS18"
"ARPC3"	3.52179254211088e-44	0.395724169493779	0.679	0.555	7.4609175004619e-40	"3"	"ARPC3"
"RPS151"	2.36338400275672e-43	0.503040217231408	0.537	0.393	5.00682900984011e-39	"3"	"RPS15"
"LGALS1"	1.06871720004091e-42	1.21212950826496	0.415	0.288	2.26407738828666e-38	"3"	"LGALS1"
"DAZAP2"	1.98856461503944e-42	0.325108298652394	0.695	0.592	4.21277413696105e-38	"3"	"DAZAP2"
"CCL52"	2.9132650979633e-42	0.263016483215711	0.589	0.486	6.17175211003525e-38	"3"	"CCL5"
"ARPC2"	3.07951789487376e-42	0.269009467603061	0.711	0.597	6.52395866029007e-38	"3"	"ARPC2"
"RPL311"	5.13476598345028e-42	0.377125355182422	0.582	0.449	1.08780017359394e-37	"3"	"RPL31"
"PPIB"	6.24163962701326e-42	0.462573598485043	0.642	0.544	1.32229135498276e-37	"3"	"PPIB"
"RPL341"	2.08974186217066e-41	0.336474861112383	0.564	0.428	4.42711813500854e-37	"3"	"RPL34"
"SKP1"	3.84713133413726e-41	0.447478157064719	0.631	0.547	8.15014773136979e-37	"3"	"SKP1"
"CRIP1"	6.72741042790275e-41	1.09103253135841	0.558	0.41	1.4252018991512e-36	"3"	"CRIP1"
"TMA7"	7.42325978632982e-41	0.790982872098755	0.492	0.368	1.57261758573397e-36	"3"	"TMA7"
"SNRPD2"	3.18740722701597e-39	0.593599979144382	0.54	0.376	6.75252221043333e-35	"3"	"SNRPD2"
"SNX22"	8.09517705052148e-39	0.465656007715899	0.636	0.528	1.71496325815297e-34	"3"	"SNX22"
"COX6A1"	2.14207034133272e-37	1.50099090933128	0.483	0.33	4.53797601811336e-33	"3"	"COX6A1"
"FAU1"	3.95816998263493e-36	0.492317796462846	0.564	0.434	8.3853831082121e-32	"3"	"FAU"
"COX6C"	4.33770944248649e-36	0.798811203126263	0.523	0.359	9.18943745390762e-32	"3"	"COX6C"
"ATP6V0E1"	4.40135633024559e-36	0.404352131570704	0.616	0.551	9.32427338562527e-32	"3"	"ATP6V0E1"
"IFI6"	8.52953473569127e-35	0.622399792834852	0.367	0.324	1.8069819337562e-30	"3"	"IFI6"
"RPL361"	1.1046020528985e-34	0.53714475449585	0.515	0.398	2.34009944906547e-30	"3"	"RPL36"
"GZMA2"	2.07646048279426e-34	0.32584229380458	0.502	0.449	4.39898153279964e-30	"3"	"GZMA"
"USMG5"	5.85478096371881e-34	0.712545286705528	0.376	0.276	1.24033534716383e-29	"3"	"USMG5"
"CTSW1"	2.26303429371245e-33	0.334972760732392	0.422	0.37	4.79423815122982e-29	"3"	"CTSW"
"NDUFA4"	3.84458752742763e-33	0.697732313302403	0.542	0.415	8.14475867685543e-29	"3"	"NDUFA4"
"SRP14"	5.2642342248538e-33	0.351319695171084	0.67	0.543	1.11522802053528e-28	"3"	"SRP14"
"TNFSF10"	3.8069352845475e-32	0.67442023179951	0.276	0.248	8.06499240031389e-28	"3"	"TNFSF10"
"TRAT11"	4.63747158192908e-32	0.44546333078319	0.381	0.342	9.82448354631676e-28	"3"	"TRAT1"
"SUB1"	2.51122531361408e-31	0.412395572643168	0.619	0.5	5.32003082689143e-27	"3"	"SUB1"
"ATP5I1"	2.7589388180988e-31	1.93595137890041	0.316	0.244	5.84481188614232e-27	"3"	"ATP5I"
"ATP5E"	4.0635096475828e-31	0.893618237405993	0.475	0.377	8.60854518840416e-27	"3"	"ATP5E"
"ATP5L"	4.98926740107272e-31	0.576041385115302	0.513	0.388	1.05697629891726e-26	"3"	"ATP5L"
"NEDD8"	6.64529562956909e-31	0.656588971089353	0.492	0.391	1.40780587912421e-26	"3"	"NEDD8"
"RPL351"	1.50117734873278e-30	0.560676251349812	0.52	0.392	3.1802442132904e-26	"3"	"RPL35"
"XAF1"	3.30007453410388e-30	0.426725095120597	0.368	0.32	6.99120790049906e-26	"3"	"XAF1"
"DAD1"	4.45292738507938e-30	0.606282540204575	0.528	0.438	9.43352666529066e-26	"3"	"DAD1"
"COX7A2"	9.7665804166581e-30	0.826432514409979	0.485	0.346	2.06905006126902e-25	"3"	"COX7A2"
"RPL23P8"	1.26947564802185e-29	1.1896749557316	0.357	0.256	2.68938416033428e-25	"3"	"RPL23P8"
"OST4"	2.66838740659144e-29	0.748027594887727	0.501	0.368	5.65297872086396e-25	"3"	"OST4"
"SLIRP"	8.74922280661416e-29	1.4138494113084	0.275	0.201	1.85352285158121e-24	"3"	"SLIRP"
"PFDN51"	9.31513233307056e-29	0.407088043502393	0.615	0.486	1.973410784761e-24	"3"	"PFDN5"
"NDUFB2-AS1"	5.21049021053626e-28	0.682677489354242	0.406	0.28	1.10384235110211e-23	"3"	"NDUFB2-AS1"
"NEDD8-MDP1"	1.3895284809611e-27	0.606590533770899	0.544	0.428	2.94371608691609e-23	"3"	"NEDD8-MDP1"
"GPR651"	1.77757337894292e-27	0.526649555166344	0.264	0.233	3.76578920329057e-23	"3"	"GPR65"
"UQCR11"	2.29337052817357e-27	0.491739912169389	0.443	0.344	4.85850546393571e-23	"3"	"UQCR11"
"GMFG"	2.87530903240962e-27	0.4350565953673	0.582	0.469	6.09134218515978e-23	"3"	"GMFG"
"PSME1"	3.26516126916677e-27	0.326563199188814	0.646	0.587	6.9172441487298e-23	"3"	"PSME1"
"ARL6IP5"	3.3251236306821e-27	0.275809315827897	0.669	0.588	7.04427441160003e-23	"3"	"ARL6IP5"
"IFI441"	5.86486965669292e-27	0.387329829258015	0.339	0.296	1.2424726367704e-22	"3"	"IFI44"
"RPS27A1"	7.78181398591098e-27	0.311087957798253	0.573	0.455	1.64857729291524e-22	"3"	"RPS27A"
"UQCR10"	8.62462760122925e-27	0.909649783849221	0.413	0.301	1.82712735732042e-22	"3"	"UQCR10"
"RPLP11"	1.1816852559502e-26	0.287073164003877	0.585	0.47	2.5034002147305e-22	"3"	"RPLP1"
"MYL5"	8.01980727713984e-26	1.55757162292405	0.299	0.24	1.69899617166208e-21	"3"	"MYL5"
"TXN"	1.47631855053535e-25	1.28155640598691	0.431	0.344	3.12758084930913e-21	"3"	"TXN"
"C16orf541"	2.0291337538694e-25	0.467069883292962	0.515	0.445	4.29871985757232e-21	"3"	"C16orf54"
"NDUFA12"	2.42170238034152e-25	0.776153690906768	0.354	0.287	5.13037649275352e-21	"3"	"NDUFA12"
"NDUFB2"	2.47637897178912e-25	1.12468405587788	0.425	0.298	5.24620885173526e-21	"3"	"NDUFB2"
"PSMB1"	8.65722099818047e-25	0.366713989497576	0.533	0.514	1.83403226846453e-20	"3"	"PSMB1"
"RPS291"	9.14041667028019e-25	0.334061274706435	0.433	0.372	1.93639727159886e-20	"3"	"RPS29"
"UBL5"	1.44947501969086e-24	0.721674508486384	0.471	0.352	3.07071282921508e-20	"3"	"UBL5"
"MIF-AS1"	2.13484954051948e-24	0.507843478217149	0.553	0.409	4.52267875159053e-20	"3"	"MIF-AS1"
"TRMT112"	2.55668091071789e-24	0.621467791327769	0.502	0.385	5.41632850935585e-20	"3"	"TRMT112"
"NOP10"	3.93759809996208e-24	1.03842369283651	0.386	0.281	8.34180157476966e-20	"3"	"NOP10"
"NDUFA3"	4.12327262055276e-24	1.50253995027205	0.299	0.246	8.73515304664102e-20	"3"	"NDUFA3"
"LSM3"	4.86370970769721e-24	0.673565789590847	0.285	0.251	1.03037690157565e-19	"3"	"LSM3"
"MIF"	7.48822699883601e-24	0.511793113179557	0.551	0.409	1.58638088970341e-19	"3"	"MIF"
"COX5B"	9.8842585453821e-24	0.638221509524344	0.48	0.354	2.0939801728392e-19	"3"	"COX5B"
"RPL321"	1.56543648469595e-23	0.37203032760698	0.547	0.446	3.31637719282838e-19	"3"	"RPL32"
"PLAC82"	3.17658100109832e-23	0.259636306884578	0.362	0.318	6.7295868508268e-19	"3"	"PLAC8"
"SENP71"	6.25835739835348e-23	0.28137858215889	0.365	0.286	1.32583301484119e-18	"3"	"SENP7"
"H2AFZ"	9.77952880579385e-23	0.37407875226354	0.469	0.459	2.07179317750743e-18	"3"	"H2AFZ"
"RPS201"	1.46576421093485e-22	0.385154089315018	0.545	0.445	3.10522148086549e-18	"3"	"RPS20"
"ANXA2"	1.48102061938321e-22	0.325728574337269	0.475	0.454	3.13754218216334e-18	"3"	"ANXA2"
"SS18L2"	1.48609958955774e-22	0.718322724545367	0.281	0.283	3.14830198047807e-18	"3"	"SS18L2"
"GZMK1"	1.57408577563849e-22	0.331806405529244	0.245	0.252	3.33470071569015e-18	"3"	"GZMK"
"NDUFA13"	1.59608563911728e-22	0.7375852134834	0.499	0.376	3.38130742646996e-18	"3"	"NDUFA13"
"RPL271"	2.09130395665918e-22	0.525863747187045	0.519	0.42	4.43042743218248e-18	"3"	"RPL27"
"RPL381"	2.68855169455332e-22	0.559907149143894	0.423	0.352	5.69569676491121e-18	"3"	"RPL38"
"MYDGF"	3.00487222879644e-22	0.456257542731182	0.234	0.257	6.36582181670525e-18	"3"	"MYDGF"
"RPS27"	4.99418053946074e-22	0.430926358285916	0.362	0.324	1.05801714728476e-17	"3"	"RPS27"
"PDCD5"	5.65167024410135e-22	0.597304741047072	0.266	0.235	1.19730634121287e-17	"3"	"PDCD5"
"GIMAP41"	5.76918704674935e-22	0.277500533603888	0.603	0.552	1.22220227585385e-17	"3"	"GIMAP4"
"SAP18"	6.3751826754577e-22	0.447499963180801	0.504	0.444	1.35058244979571e-17	"3"	"SAP18"
"YJEFN3"	8.30304109011905e-22	0.673811158282297	0.499	0.377	1.75899925494172e-17	"3"	"YJEFN3"
"PCED1B-AS11"	1.35759928897023e-21	0.417124453813463	0.574	0.482	2.87607409368343e-17	"3"	"PCED1B-AS1"
"TMEM59"	1.48258995003515e-21	0.345774619015687	0.577	0.561	3.14086680914947e-17	"3"	"TMEM59"
"MGST3"	3.2474073941371e-21	0.634939284272261	0.283	0.266	6.87963256447945e-17	"3"	"MGST3"
"LYAR1"	3.69007220314176e-21	0.478710400146668	0.276	0.257	7.81741796235583e-17	"3"	"LYAR"
"ATP6V1G1"	5.31121517338327e-21	0.358418887420347	0.53	0.495	1.12518093448125e-16	"3"	"ATP6V1G1"
"AGBL5"	5.55866298789497e-21	0.397643094726835	0.462	0.353	1.17760275398555e-16	"3"	"AGBL5"
"S1PR12"	6.04908294584742e-21	0.277189857688193	0.415	0.317	1.28149822207778e-16	"3"	"S1PR1"
"DBI"	1.12022217063784e-20	0.885786849072654	0.42	0.345	2.37319066849627e-16	"3"	"DBI"
"ATP6V1F"	1.25747236559287e-20	0.528400702273977	0.368	0.339	2.66395520650849e-16	"3"	"ATP6V1F"
"TXNDC17"	2.30641884365526e-20	0.58691786663124	0.252	0.221	4.88614832028367e-16	"3"	"TXNDC17"
"COPS9"	2.78899885476679e-20	1.55099058400391	0.322	0.236	5.90849407382345e-16	"3"	"COPS9"
"CD99"	2.98500942785082e-20	1.28713004566425	0.503	0.389	6.32374247290197e-16	"3"	"CD99"
"MRPL41"	3.16672924810742e-20	1.28276195252975	0.27	0.231	6.70871591211557e-16	"3"	"MRPL41"
"PET100"	5.79010597742033e-20	0.466573816475527	0.27	0.235	1.2266339513165e-15	"3"	"PET100"
"POLR2L"	6.15033829102876e-20	0.412394669918675	0.34	0.272	1.30294916695444e-15	"3"	"POLR2L"
"PSMB3"	8.93493856731062e-20	0.45794747473375	0.469	0.454	1.89286673548476e-15	"3"	"PSMB3"
"DNTTIP2"	1.31874660220846e-19	0.368297626461195	0.26	0.266	2.79376467677862e-15	"3"	"DNTTIP2"
"MRPL51"	1.33926784885889e-19	0.757073262912541	0.308	0.288	2.83723893780755e-15	"3"	"MRPL51"
"RPS11"	1.51150461227979e-19	0.327897995230656	0.558	0.465	3.20212252111473e-15	"3"	"RPS11"
"SLMO2-ATP5E"	1.6412801897861e-19	0.667250173622439	0.474	0.408	3.47705208206185e-15	"3"	"SLMO2-ATP5E"
"NDUFB3"	1.64484369952835e-19	0.885356730331367	0.305	0.245	3.48460137745082e-15	"3"	"NDUFB3"
"NDUFA1"	2.06770037803529e-19	0.880281773574954	0.433	0.318	4.38042325086777e-15	"3"	"NDUFA1"
"PSMB6"	2.58998571202192e-19	0.391501805261586	0.338	0.343	5.48688473091844e-15	"3"	"PSMB6"
"NDUFB7"	5.14868636544156e-19	0.928237877117303	0.365	0.29	1.09074920651879e-14	"3"	"NDUFB7"
"ABRACL"	6.05869695426054e-19	0.447175314933565	0.45	0.44	1.2835349497601e-14	"3"	"ABRACL"
"FKBP11"	7.24500600026837e-19	0.385663066882475	0.33	0.307	1.53485452115685e-14	"3"	"FKBP11"
"SSR4"	2.10861514564312e-18	0.504416866147464	0.546	0.44	4.46710118604495e-14	"3"	"SSR4"
"MBNL1-AS1"	2.44651471896971e-18	0.359640473705929	0.287	0.384	5.18294143213733e-14	"3"	"MBNL1-AS1"
"EMC4"	2.7892417065391e-18	0.416251636094957	0.328	0.332	5.90900855530308e-14	"3"	"EMC4"
"SYCP2L"	3.91523118977538e-18	0.716134143094225	0.341	0.336	8.29441727553915e-14	"3"	"SYCP2L"
"RPS131"	6.26216120200792e-18	0.256890137732787	0.562	0.446	1.32663885064538e-13	"3"	"RPS13"
"SEC61G"	6.73284275409323e-18	1.33662637530611	0.326	0.248	1.42635273745465e-13	"3"	"SEC61G"
"KCP"	7.14446755971515e-18	0.375071145967288	0.355	0.315	1.51355545252565e-13	"3"	"KCP"
"COMMD6"	9.47535734036567e-18	0.695425710643878	0.457	0.353	2.00735445255647e-13	"3"	"COMMD6"
"POLR2F"	2.18413025302565e-17	0.430815818994469	0.263	0.237	4.62707994103483e-13	"3"	"POLR2F"
"BTF3"	2.20230215262052e-17	0.271148023746093	0.632	0.56	4.66557711032656e-13	"3"	"BTF3"
"RBX1"	2.43037076193061e-17	0.899146480563218	0.413	0.325	5.14874045915e-13	"3"	"RBX1"
"DPM1"	2.53117706740644e-17	0.513971623824643	0.222	0.251	5.36229861730054e-13	"3"	"DPM1"
"SDAD1"	3.4676890622567e-17	0.354600066777217	0.261	0.267	7.34629927839081e-13	"3"	"SDAD1"
"SF3B6"	4.63846014527015e-17	0.525127379127638	0.324	0.321	9.82657781775482e-13	"3"	"SF3B6"
"SNRPD1"	6.87749858266666e-17	0.548909591574699	0.264	0.249	1.45699807473793e-12	"3"	"SNRPD1"
"LLPH"	8.23898073216051e-17	0.428747194351667	0.492	0.467	1.7454280681082e-12	"3"	"LLPH"
"NDUFAB1"	8.95481429403401e-17	0.752241459472785	0.27	0.277	1.8970774081911e-12	"3"	"NDUFAB1"
"MMADHC"	9.93920911754322e-17	0.420672616235408	0.244	0.268	2.10562145155153e-12	"3"	"MMADHC"
"CWC15"	1.33652623262337e-16	0.574263632707198	0.278	0.282	2.83143082381261e-12	"3"	"CWC15"
"TMEM14B"	1.52220967652874e-16	0.56758433943555	0.352	0.345	3.22480119972614e-12	"3"	"TMEM14B"
"COX6B1"	1.77585437111443e-16	0.674904058993449	0.461	0.355	3.76214748520591e-12	"3"	"COX6B1"
"RNF181"	1.82620478370521e-16	0.740199162932783	0.332	0.282	3.86881483427949e-12	"3"	"RNF181"
"RNPC3"	1.86041733923721e-16	1.02172590868576	0.297	0.252	3.94129413317404e-12	"3"	"RNPC3"
"LSM7"	2.25668339097852e-16	1.17861978126604	0.256	0.224	4.780783763788e-12	"3"	"LSM7"
"SELENOF"	2.58629066630764e-16	0.388718655792433	0.436	0.447	5.47905677657273e-12	"3"	"SELENOF"
"ATP5J2"	2.98463851675027e-16	0.994397063219752	0.385	0.293	6.32295669773546e-12	"3"	"ATP5J2"
"SELENOK"	3.13901400350179e-16	0.511073857927372	0.332	0.322	6.65000116641855e-12	"3"	"SELENOK"
"C14orf119"	3.27910512967196e-16	0.542214725778884	0.254	0.274	6.94678421721004e-12	"3"	"C14orf119"
"SEC62"	3.37875908018876e-16	0.477313977577181	0.29	0.256	7.15790111137989e-12	"3"	"SEC62"
"PPP1R181"	3.64229853422891e-16	0.254106370537316	0.236	0.36	7.71620944476395e-12	"3"	"PPP1R18"
"BANF1"	3.96519868130144e-16	0.46805724828755	0.362	0.34	8.40027340633709e-12	"3"	"BANF1"
"ATP5J"	4.31383016600247e-16	0.710317488509976	0.439	0.341	9.13884920667624e-12	"3"	"ATP5J"
"HLA-L"	6.48753240210907e-16	0.393670022279835	0.25	0.364	1.37438373938681e-11	"3"	"HLA-L"
