"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"RNF214"	6.51808655822381e-48	1.04666544517435	0.339	0.131	1.38085663735971e-43	"6"	"RNF214"
"NABP11"	9.34783252518786e-48	0.642485257020245	0.488	0.269	1.98033832046105e-43	"6"	"NABP1"
"TNFRSF1B1"	2.58663590668926e-47	0.34654728941683	0.636	0.419	5.47978816832119e-43	"6"	"TNFRSF1B"
"LTB3"	4.0928990386372e-47	0.291782388652365	0.678	0.458	8.67080661335292e-43	"6"	"LTB"
"GBP21"	1.99906646748223e-44	0.458321493963063	0.582	0.383	4.2350223113611e-40	"6"	"GBP2"
"CSGALNACT1"	9.606444000081e-43	0.926533944493803	0.299	0.134	2.03512516141716e-38	"6"	"CSGALNACT1"
"ITGB11"	1.88183531635985e-42	0.432348642048053	0.591	0.392	3.98666811770834e-38	"6"	"ITGB1"
"FAM129A2"	2.37314480756312e-42	0.391995322490821	0.514	0.347	5.02750727482247e-38	"6"	"FAM129A"
"OGDH"	6.98423763262253e-40	0.585387615454054	0.48	0.284	1.47961074247108e-35	"6"	"OGDH"
"CORO1B2"	7.3404869777567e-40	0.441511646031803	0.462	0.261	1.55508216623776e-35	"6"	"CORO1B"
"SAT11"	5.04988363878521e-39	0.430940013300836	0.633	0.436	1.06981784887665e-34	"6"	"SAT1"
"EPB411"	5.377178605264e-39	0.407674722284297	0.527	0.348	1.13915528752518e-34	"6"	"EPB41"
"LDHB1"	5.63311332168824e-38	0.25798601389806	0.759	0.573	1.19337505719965e-33	"6"	"LDHB"
"DOK22"	7.93931208575464e-38	0.481689874390152	0.54	0.349	1.68194326536712e-33	"6"	"DOK2"
"YPEL2"	2.29805104281318e-37	0.566769093774988	0.255	0.12	4.86842113419973e-33	"6"	"YPEL2"
"CALM32"	2.61681458854459e-37	0.402723479556039	0.599	0.417	5.54372170583171e-33	"6"	"CALM3"
"CLDND12"	4.00168874420081e-36	0.391287108569397	0.552	0.372	8.47757760458942e-32	"6"	"CLDND1"
"SHMT2"	7.0206936994723e-36	0.979937152005717	0.327	0.137	1.48733396023321e-31	"6"	"SHMT2"
"TIAM12"	2.16624366955854e-35	0.659943246429951	0.323	0.158	4.58918721395976e-31	"6"	"TIAM1"
"C15orf53"	1.59680916092831e-34	1.03501359789815	0.271	0.099	3.38284020742663e-30	"6"	"C15orf53"
"GLRX2"	8.96401822018339e-34	0.368014364044468	0.505	0.324	1.89902725994585e-29	"6"	"GLRX"
"SEPT61"	1.11514681233021e-33	0.294420080457912	0.674	0.508	2.36243852192156e-29	"6"	"SEPT6"
"MAP3K11"	1.45083058701539e-33	0.55583596892897	0.353	0.175	3.07358459859211e-29	"6"	"MAP3K1"
"PELI11"	2.10372478056227e-33	0.738031075470956	0.344	0.153	4.45674094762117e-29	"6"	"PELI1"
"MIR4435-2HG1"	2.20128956356134e-33	1.26013140877329	0.367	0.2	4.66343194040471e-29	"6"	"MIR4435-2HG"
"TTC39C"	1.66631387662866e-32	0.439293991027362	0.513	0.331	3.53008594763781e-28	"6"	"TTC39C"
"CNST1"	3.97092453089673e-32	0.486294101738937	0.416	0.238	8.41240361870472e-28	"6"	"CNST"
"SMAP2"	6.22984335405226e-32	0.435044706176133	0.522	0.361	1.31979231455597e-27	"6"	"SMAP2"
"MIR50471"	5.61709748890702e-31	0.326632687638175	0.579	0.439	1.18998210302495e-26	"6"	"MIR5047"
"SMCHD1"	2.35648016255084e-30	0.331201462853492	0.585	0.443	4.99220322436394e-26	"6"	"SMCHD1"
"TMEM63A1"	5.23473892856637e-30	0.440096745540426	0.409	0.249	1.10897944201679e-25	"6"	"TMEM63A"
"CARD162"	2.33375093664606e-29	0.381119905410535	0.43	0.314	4.94405135928467e-25	"6"	"CARD16"
"TP53INP1"	4.14322323847606e-29	0.436712990241309	0.304	0.157	8.77741843071154e-25	"6"	"TP53INP1"
"SLFN5"	9.06898667871277e-29	0.389151264593193	0.545	0.376	1.9212648278853e-24	"6"	"SLFN5"
"EZR1"	1.05010448385534e-28	0.284759065687797	0.679	0.541	2.22464634904753e-24	"6"	"EZR"
"TRAF3IP31"	1.55043923723472e-28	0.250561990821438	0.73	0.575	3.28460552408175e-24	"6"	"TRAF3IP3"
"LIMD21"	3.12232936939161e-28	0.273034997677238	0.689	0.545	6.61465476905613e-24	"6"	"LIMD2"
"R3HDM4"	6.34406198790793e-28	0.560618538810994	0.385	0.213	1.34398953213829e-23	"6"	"R3HDM4"
"RCSD11"	9.28924659513199e-28	0.40053136434898	0.506	0.353	1.96792689117871e-23	"6"	"RCSD1"
"UGP21"	1.3165697451186e-27	0.472950643540816	0.494	0.327	2.78915300503376e-23	"6"	"UGP2"
"AQP31"	2.54798172584193e-27	0.528808102882097	0.365	0.203	5.39789928619613e-23	"6"	"AQP3"
"UBL3"	5.71081115792623e-27	0.657415045882981	0.261	0.154	1.20983534380667e-22	"6"	"UBL3"
"SKAP1"	6.73947668893271e-27	0.33871368713381	0.604	0.469	1.42775813655039e-22	"6"	"SKAP1"
"UXS11"	7.42372601914564e-27	0.577879411419724	0.368	0.215	1.572716357156e-22	"6"	"UXS1"
"NLRP11"	7.80983745660116e-27	0.279168826712535	0.556	0.397	1.65451406518096e-22	"6"	"NLRP1"
"HLA-DRB52"	1.0595903616545e-26	0.264323773539036	0.616	0.455	2.24474218116505e-22	"6"	"HLA-DRB5"
"SNX201"	2.00497879125491e-26	0.45138996284894	0.445	0.292	4.24754756927353e-22	"6"	"SNX20"
"OPTN"	2.37772161709624e-26	0.307522576640839	0.551	0.399	5.03720324581838e-22	"6"	"OPTN"
"TFRC1"	2.8596730015413e-26	0.38510595360087	0.367	0.226	6.05821725376524e-22	"6"	"TFRC"
"GPR1551"	4.18859736068732e-26	0.479209756815206	0.336	0.189	8.87354350861608e-22	"6"	"GPR155"
"TRIM221"	4.64742724181431e-26	0.253354064550361	0.659	0.509	9.84557461178362e-22	"6"	"TRIM22"
"CHMP71"	1.41615122744912e-25	0.415627871861158	0.406	0.26	3.00011637535096e-21	"6"	"CHMP7"
"CMTM7"	7.12167517751408e-25	0.397845878882574	0.449	0.289	1.50872688635636e-20	"6"	"CMTM7"
"PFKL"	9.17767770274869e-25	0.451785098501995	0.421	0.273	1.94429102132731e-20	"6"	"PFKL"
"SUSD31"	9.92739159745173e-25	0.319889098862065	0.409	0.257	2.10311790992015e-20	"6"	"SUSD3"
"LOC400927"	1.71064071036968e-24	0.595410224718507	0.273	0.124	3.62399234491817e-20	"6"	"LOC400927"
"TLK11"	1.74000246168384e-24	0.325908821495745	0.531	0.373	3.68619521507723e-20	"6"	"TLK1"
"TULP41"	2.57375798409787e-24	0.554384665079285	0.307	0.157	5.45250628931134e-20	"6"	"TULP4"
"IFNAR21"	3.53129014779269e-24	0.460100544079632	0.368	0.231	7.48103817809881e-20	"6"	"IFNAR2"
"CTSA1"	4.10781069652359e-24	0.330908231894262	0.442	0.324	8.70239696058522e-20	"6"	"CTSA"
"ATP2B11"	7.513798440442e-24	0.34089515866152	0.442	0.294	1.59179819960764e-19	"6"	"ATP2B1"
"ANXA2P21"	1.08598122692575e-23	1.33385838549132	0.518	0.383	2.30065122924219e-19	"6"	"ANXA2P2"
"TRIM141"	3.46931395320911e-23	0.38718799045562	0.454	0.295	7.3497416098735e-19	"6"	"TRIM14"
"GPX12"	1.06586785497414e-22	0.363943306407094	0.458	0.31	2.25804105076272e-18	"6"	"GPX1"
"CCR61"	2.08928417606804e-22	0.418818669089065	0.394	0.234	4.42614852700015e-18	"6"	"CCR6"
"IKBKE1"	2.77479900742073e-22	0.520498754166316	0.382	0.231	5.87841169722081e-18	"6"	"IKBKE"
"LIME11"	3.37289599962512e-22	0.314023946315175	0.628	0.485	7.14548017520581e-18	"6"	"LIME1"
"HERPUD11"	5.22840031796359e-22	0.259426869675643	0.475	0.362	1.10763660736059e-17	"6"	"HERPUD1"
"CORO71"	9.93624323717952e-22	0.342287552290628	0.461	0.32	2.10499312979648e-17	"6"	"CORO7"
"ANXA21"	1.01081391493306e-21	0.326181817138705	0.579	0.448	2.14140927878568e-17	"6"	"ANXA2"
"MBOAT1"	1.68496274554141e-21	0.463009939471407	0.367	0.202	3.56959357642948e-17	"6"	"MBOAT1"
"TRIB21"	1.9240340374588e-21	0.430176845413019	0.392	0.242	4.07606610835647e-17	"6"	"TRIB2"
"BCL2L11"	7.32444012169344e-21	0.446386507113351	0.255	0.152	1.55168263978075e-16	"6"	"BCL2L11"
"MIAT1"	1.57138107477442e-20	0.281956421629391	0.425	0.306	3.32897080690961e-16	"6"	"MIAT"
"TPM41"	2.62543953971124e-20	0.252621685986789	0.5	0.372	5.56199366487825e-16	"6"	"TPM4"
"CALCOCO11"	8.36671181589422e-20	0.4511877401289	0.41	0.265	1.77248789819719e-15	"6"	"CALCOCO1"
"ANXA111"	1.39648512295366e-19	0.279238323559225	0.544	0.416	2.95845373297733e-15	"6"	"ANXA11"
"GOLGA8B"	1.52766217189816e-19	0.304431278458214	0.405	0.279	3.23635231116624e-15	"6"	"GOLGA8B"
"PCSK7"	3.16460830131721e-19	0.35196596889561	0.484	0.344	6.70422268634051e-15	"6"	"PCSK7"
"FAM102A3"	3.45020981725756e-19	0.30918111061698	0.475	0.326	7.30926949786013e-15	"6"	"FAM102A"
"CCNDBP1"	3.82568423807916e-19	0.277152068595477	0.553	0.409	8.10471205837071e-15	"6"	"CCNDBP1"
"TMEM1541"	4.32118132267201e-19	0.528542310966789	0.313	0.168	9.15442263208065e-15	"6"	"TMEM154"
"LIMS1"	4.40951192034677e-19	0.477568913056438	0.379	0.249	9.34155100325464e-15	"6"	"LIMS1"
"ELOVL51"	5.49160479239743e-19	0.290350081023449	0.443	0.326	1.1633964752694e-14	"6"	"ELOVL5"
"PLSCR32"	6.52961022514565e-19	0.348080694915339	0.371	0.239	1.38329792619711e-14	"6"	"PLSCR3"
"RCAN31"	6.83630094084011e-19	0.399149397398039	0.361	0.225	1.44827035431698e-14	"6"	"RCAN3"
"FAM110A1"	6.9601561674081e-19	0.738253406655522	0.264	0.129	1.47450908406541e-14	"6"	"FAM110A"
"CCDC661"	1.21349891579468e-18	0.361035965318059	0.404	0.265	2.57079745311103e-14	"6"	"CCDC66"
"CORO7-PAM161"	2.83678331785086e-18	0.326978017132676	0.446	0.327	6.00972545886705e-14	"6"	"CORO7-PAM16"
"ZNF101"	4.99863993160471e-18	0.326016428384598	0.346	0.225	1.05896186951046e-13	"6"	"ZNF101"
"PHTF21"	5.75110250365093e-18	0.41782281221227	0.407	0.272	1.21837106539845e-13	"6"	"PHTF2"
"CBLL11"	6.43770889987426e-18	0.435791375136838	0.36	0.224	1.36382863043836e-13	"6"	"CBLL1"
"ELK3"	6.70809726667939e-18	0.565506349615571	0.303	0.177	1.42111040594603e-13	"6"	"ELK3"
"CD591"	1.8079056981431e-17	0.53981871536486	0.287	0.169	3.83004822151615e-13	"6"	"CD59"
"OAS11"	1.93719923430807e-17	0.512781422985599	0.315	0.178	4.10395657788165e-13	"6"	"OAS1"
"TACC31"	2.64363670416769e-17	0.457049013557914	0.338	0.214	5.60054435777926e-13	"6"	"TACC3"
"TPP11"	4.49323080417737e-17	0.30112387462954	0.537	0.423	9.51890945864976e-13	"6"	"TPP1"
"TNFRSF251"	7.47370002393164e-17	0.287753745971132	0.467	0.333	1.58330335006992e-12	"6"	"TNFRSF25"
"SGMS11"	1.14080973642556e-16	0.907206513303519	0.3	0.168	2.41680542661755e-12	"6"	"SGMS1"
"HLA-DQB11"	1.28994007658263e-16	0.252076909777494	0.317	0.225	2.7327380522403e-12	"6"	"HLA-DQB1"
"NECAP21"	1.3255593461752e-16	0.323463365039646	0.418	0.317	2.80819747487217e-12	"6"	"NECAP2"
"IL24"	1.74837348402046e-16	0.432653319157603	0.255	0.105	3.70392922589734e-12	"6"	"IL24"
"ANTXR21"	3.19733036989289e-16	0.459099102145481	0.317	0.193	6.77354438861809e-12	"6"	"ANTXR2"
"S1PR4"	3.29108443270465e-16	0.331843623564708	0.384	0.252	6.97216237068479e-12	"6"	"S1PR4"
"XIST"	3.57166560334426e-16	0.425502246723914	0.361	0.262	7.56657358068482e-12	"6"	"XIST"
"EPSTI12"	5.03985833220342e-16	0.410691664392963	0.395	0.261	1.06769398767729e-11	"6"	"EPSTI1"
"TM9SF2"	5.91305807370723e-16	0.343125957054681	0.46	0.336	1.25268135291488e-11	"6"	"TM9SF2"
"PVT11"	7.24478342784643e-16	0.424527030913314	0.324	0.198	1.53480736918927e-11	"6"	"PVT1"
"MCL1"	7.90592056701792e-16	0.28407563981644	0.516	0.408	1.67486927212275e-11	"6"	"MCL1"
"SLC44A2"	1.24298111225472e-15	0.277733490826949	0.491	0.362	2.63325548631162e-11	"6"	"SLC44A2"
"NDRG1"	2.09645107754451e-15	0.318605753918719	0.343	0.22	4.44133160777804e-11	"6"	"NDRG1"
"LGALS31"	2.11523942285693e-15	0.433407031499642	0.319	0.222	4.48113471732241e-11	"6"	"LGALS3"
"DUSP161"	2.76894231390017e-15	0.937554880989005	0.266	0.156	5.86600429199752e-11	"6"	"DUSP16"
"ABI1"	4.39711239836341e-15	0.257485934999633	0.456	0.36	9.3152826159329e-11	"6"	"ABI1"
"ABTB1"	9.48267101179176e-15	0.430245948162984	0.342	0.22	2.00890385384809e-10	"6"	"ABTB1"
"IL10RB1"	1.52266127332033e-14	0.278835395501061	0.437	0.313	3.22575790752912e-10	"6"	"IL10RB"
"SLC12A61"	1.87070577489716e-14	0.770251659084885	0.42	0.312	3.96309018411963e-10	"6"	"SLC12A6"
"C1orf112"	2.83176281090924e-14	0.779387575145669	0.275	0.154	5.99908951491122e-10	"6"	"C1orf112"
"SGSH1"	3.27171814979561e-14	0.333498426352771	0.342	0.235	6.931134900342e-10	"6"	"SGSH"
"DCK"	3.65371410763515e-14	0.334075831734642	0.382	0.27	7.74039333702506e-10	"6"	"DCK"
"RASA32"	5.49762247614081e-14	0.272189433961548	0.363	0.246	1.16467132157043e-09	"6"	"RASA3"
"CD79B1"	6.25292076480835e-14	0.469942848548671	0.273	0.146	1.32468126402465e-09	"6"	"CD79B"
"PACS11"	6.44055296961356e-14	0.399099942005946	0.344	0.229	1.36443114661263e-09	"6"	"PACS1"
"NCOA31"	7.10994404247241e-14	0.339039514230761	0.422	0.303	1.50624164539778e-09	"6"	"NCOA3"
"PDK11"	9.18316836685334e-14	0.282237647837708	0.256	0.141	1.94545421851788e-09	"6"	"PDK1"
"FLOT21"	9.41395460646566e-14	0.352128372297239	0.39	0.264	1.99434628337975e-09	"6"	"FLOT2"
"LGALS91"	1.09775268622551e-13	0.489886876804549	0.27	0.147	2.32558906576875e-09	"6"	"LGALS9"
"MAST41"	1.67295374770196e-13	0.491253780473799	0.252	0.148	3.5441525145066e-09	"6"	"MAST4"
"LINC010891"	2.07116699176457e-13	0.343914130432084	0.266	0.149	4.38776727205325e-09	"6"	"LINC01089"
"CARD101"	2.46033663100049e-13	0.302454390064102	0.449	0.332	5.21222315277453e-09	"6"	"CARD10"
"PARP12"	2.51275234799441e-13	0.403524286507163	0.288	0.183	5.32326584922616e-09	"6"	"PARP12"
"TMEM256-PLSCR32"	3.3572813090819e-13	0.299701844793227	0.383	0.276	7.11240045329001e-09	"6"	"TMEM256-PLSCR3"
"REXO2"	5.54548888945656e-13	0.318781850866735	0.314	0.192	1.17481182123137e-08	"6"	"REXO2"
"IPCEF11"	8.16893433100675e-13	0.273632190983896	0.397	0.286	1.73058873802378e-08	"6"	"IPCEF1"
"TSIX"	9.21710024446323e-13	0.381898645800012	0.288	0.211	1.95264268678953e-08	"6"	"TSIX"
"MOB3A2"	1.12698648289747e-12	0.293292694049479	0.438	0.324	2.38752086401828e-08	"6"	"MOB3A"
"MMACHC"	1.62430750060476e-12	0.273474758429393	0.272	0.201	3.44109544003119e-08	"6"	"MMACHC"
"PDE4B1"	3.1548442871198e-12	0.276876773673253	0.438	0.318	6.68353762226329e-08	"6"	"PDE4B"
"PHACTR21"	1.216943173025e-11	0.276486038879698	0.311	0.206	2.57809411205347e-07	"6"	"PHACTR2"
"TNFAIP8L2"	1.43453316827851e-11	0.259140146056356	0.265	0.15	3.03905851699802e-07	"6"	"TNFAIP8L2"
"ARHGEF6"	2.9097137723515e-11	0.285432802299933	0.436	0.341	6.16422862672665e-07	"6"	"ARHGEF6"
"ABHD3"	3.16623559341833e-11	0.269141661031521	0.337	0.244	6.70767010465672e-07	"6"	"ABHD3"
"NAAA"	3.9929887735974e-11	0.361534624025401	0.332	0.234	8.45914671686609e-07	"6"	"NAAA"
"GRK6"	4.00799491471952e-11	0.389515692047782	0.327	0.217	8.49093722683331e-07	"6"	"GRK6"
"FAM46C"	4.0800216344717e-11	0.527221011916916	0.276	0.164	8.6435258326283e-07	"6"	"FAM46C"
"CCDC691"	6.08471683106879e-11	0.319251818021777	0.355	0.245	1.28904726066192e-06	"6"	"CCDC69"
"KIAA0040"	7.67249034933244e-11	0.558083628742185	0.299	0.196	1.62541708050608e-06	"6"	"KIAA0040"
"OPRM1"	9.03614547741661e-11	0.557428308875426	0.323	0.209	1.91430741939071e-06	"6"	"OPRM1"
"MKRN11"	9.48716382229207e-11	0.338604262989087	0.287	0.191	2.00985565575257e-06	"6"	"MKRN1"
"PIH1D11"	1.11032639725727e-10	0.267809557806046	0.365	0.267	2.35222647258952e-06	"6"	"PIH1D1"
"GLB11"	1.26548372784844e-10	0.342293342785192	0.268	0.172	2.68092727744692e-06	"6"	"GLB1"
"HTATIP21"	1.66577070879498e-10	0.284213543567714	0.299	0.2	3.52893524658216e-06	"6"	"HTATIP2"
"PPM1G1"	2.36832179263907e-10	0.278417944687067	0.366	0.269	5.01728971770587e-06	"6"	"PPM1G"
"FAM160B1"	2.54668971831149e-10	0.372209599453973	0.251	0.157	5.39516216824289e-06	"6"	"FAM160B1"
"SGTB"	4.73587693134681e-10	0.369967146567676	0.254	0.151	1.00329552790582e-05	"6"	"SGTB"
"RFFL"	6.90875592857073e-10	0.311372726832852	0.312	0.219	1.46361994346771e-05	"6"	"RFFL"
"CBX31"	3.47723494679897e-09	0.293882059717329	0.357	0.259	7.36652223479361e-05	"6"	"CBX3"
"ZC3H7A1"	4.46516985834854e-09	0.414790427948571	0.319	0.227	9.45946234491138e-05	"6"	"ZC3H7A"
"UTS2"	7.77198797974369e-09	0.274572601318997	0.323	0.232	0.00016464956535087	"6"	"UTS2"
"LPAR61"	8.98319973030801e-09	0.334182072039879	0.317	0.236	0.000190309086286575	"6"	"LPAR6"
"TRIM59"	9.138907522007e-09	0.271882784078584	0.298	0.208	0.000193607755853718	"6"	"TRIM59"
"MSL31"	1.55918811855016e-08	0.258556433834276	0.357	0.26	0.000330314002914852	"6"	"MSL3"
"MYO1G1"	1.92010665992285e-08	0.260044598373558	0.467	0.383	0.000406774595904656	"6"	"MYO1G"
"JAKMIP1"	2.2902291152037e-08	0.471746882249107	0.259	0.167	0.000485185038055904	"6"	"JAKMIP1"
"OAS2"	4.01538279674268e-08	0.26103179898617	0.375	0.287	0.000850658845489938	"6"	"OAS2"
"PSIP11"	4.4244493120073e-08	0.314306202578315	0.416	0.337	0.000937319586748747	"6"	"PSIP1"
"ZNF37BP"	8.87621454065777e-08	0.253537950555696	0.272	0.192	0.00188042605043835	"6"	"ZNF37BP"
"TRAK21"	1.1637757580322e-07	0.376490115580371	0.268	0.187	0.00246545894339122	"6"	"TRAK2"
"LAX1"	3.00182085284661e-07	0.458055507999169	0.262	0.167	0.00635935747675553	"6"	"LAX1"
"MORC3"	3.44125308587435e-07	0.320642734991332	0.324	0.241	0.00729029466242482	"6"	"MORC3"
"RAD51L3-RFFL"	4.70420424604436e-07	0.280509135313672	0.322	0.236	0.00996585669524498	"6"	"RAD51L3-RFFL"
"RANBP3"	5.87803996728868e-07	0.26506717822963	0.287	0.197	0.0124526276707011	"6"	"RANBP3"
"RAD21-AS1"	9.48795994766577e-07	0.58371812676396	0.311	0.24	0.0201002431491299	"6"	"RAD21-AS1"
"CRTAP"	1.38369753291437e-06	0.302258347910674	0.251	0.169	0.0293136322347909	"6"	"CRTAP"
"NBEAL21"	1.76158056120178e-06	0.365749810815345	0.311	0.238	0.0373190841890596	"6"	"NBEAL2"
"DDHD1"	5.95322353013349e-06	0.329801402248356	0.323	0.232	0.126119040485878	"6"	"DDHD1"
"MAN1A21"	7.18906477943833e-06	0.266227380254983	0.322	0.243	0.152300337352401	"6"	"MAN1A2"
"MAP3K5"	1.69903960679806e-05	0.461516040293333	0.251	0.168	0.359941540700168	"6"	"MAP3K5"
"IRF2"	2.72163395890095e-05	0.250658468136055	0.314	0.253	0.576578154193165	"6"	"IRF2"
"C17orf80"	4.49065046362461e-05	0.41157040748138	0.291	0.211	0.951344300718874	"6"	"C17orf80"
"PTTG1IP"	0.000181782318213723	0.280074991619699	0.269	0.209	1	"6"	"PTTG1IP"
"SEPHS2"	0.000227568955857651	0.266840230388021	0.255	0.182	1	"6"	"SEPHS2"
"AHRR3"	0.000344345962894759	0.257117941246144	0.375	0.302	1	"6"	"AHRR"
"CARHSP1"	0.000355440855122538	0.386464886249995	0.27	0.203	1	"6"	"CARHSP1"
"DDB2"	0.000544657869555083	0.30707480803172	0.287	0.221	1	"6"	"DDB2"
"MIIP1"	0.000706464966514788	0.286139031916776	0.251	0.18	1	"6"	"MIIP"
"LOC4403112"	0.000758958863465133	1.01394317505914	0.273	0.239	1	"6"	"LOC440311"
"PUM1"	0.00101828137902301	0.258396242029306	0.308	0.248	1	"6"	"PUM1"
"MX11"	0.00116425985698785	0.274673802417835	0.299	0.242	1	"6"	"MX1"
"TRAFD1"	0.00162195554239583	0.261119879247846	0.279	0.21	1	"6"	"TRAFD1"
"SMG1P1"	0.00176932223068239	0.402421049452227	0.259	0.235	1	"6"	"SMG1P1"
"CCL4L1"	0	3.32458722248537	0.778	0.225	0	"7"	"CCL4L1"
"CCL4"	2.7469751765928e-306	1.71490296056431	0.837	0.291	5.81946691161185e-302	"7"	"CCL4"
"CCL3"	1.3118604191509e-281	3.86171928771089	0.595	0.05	2.77917629797119e-277	"7"	"CCL3"
"CD8A2"	5.34742996113756e-247	0.991427632052263	0.831	0.302	1.13285303726699e-242	"7"	"CD8A"
"CCL53"	3.01817641718201e-235	0.815242240631617	0.901	0.473	6.39400673980009e-231	"7"	"CCL5"
"HAVCR21"	3.43571369884401e-230	2.47009582439906	0.643	0.095	7.27855947100104e-226	"7"	"HAVCR2"
"RGS12"	1.10443742439482e-226	0.949416753220891	0.844	0.361	2.33975068358042e-222	"7"	"RGS1"
"CXCL13"	4.72613016767382e-214	1.04899620078796	0.363	0.041	1.0012306760217e-209	"7"	"CXCL13"
"IFNG"	6.59554623811299e-200	3.31421435989804	0.582	0.086	1.39726647054424e-195	"7"	"IFNG"
"CD8B1"	5.96870983474919e-198	0.89975520656107	0.736	0.245	1.26447117849162e-193	"7"	"CD8B"
"GZMB1"	1.18456748436709e-191	1.35204032819781	0.647	0.229	2.50950621563168e-187	"7"	"GZMB"
"ANAPC1P11"	5.72902487226839e-184	0.255549274302416	0.651	0.202	1.21369391919006e-179	"7"	"ANAPC1P1"
"GZMA3"	3.27356933087366e-180	0.874137842080749	0.846	0.432	6.93505662745586e-176	"7"	"GZMA"
"KLRC2"	4.03155987715788e-180	2.65475276322543	0.38	0.07	8.54085959975897e-176	"7"	"KLRC2"
"KLRC4-KLRK11"	4.93669856179102e-179	0.786911860058747	0.801	0.293	1.04583959031543e-174	"7"	"KLRC4-KLRK1"
"KLRK11"	3.95893637357716e-174	0.767572157663214	0.788	0.289	8.38700670742321e-170	"7"	"KLRK1"
"PDCD1"	3.78380911463114e-172	1.24353258169808	0.63	0.187	8.01599960934607e-168	"7"	"PDCD1"
"SRGN1"	3.38738720443957e-167	0.641096365764938	0.902	0.564	7.17617979260523e-163	"7"	"SRGN"
"NKG71"	4.17261816086757e-164	0.705363126617298	0.824	0.356	8.83969157379794e-160	"7"	"NKG7"
"ID21"	6.47206364446613e-158	0.788706181095685	0.832	0.458	1.37110668308015e-153	"7"	"ID2"
"KLRC3"	1.18139681909394e-155	1.55402197006371	0.339	0.065	2.50278916125051e-151	"7"	"KLRC3"
"CCL3L3"	4.06359832879761e-151	3.36211163996466	0.442	0.092	8.60873305955773e-147	"7"	"CCL3L3"
"NR4A2"	1.9990999146009e-149	2.61896097677396	0.493	0.108	4.23509316908201e-145	"7"	"NR4A2"
"ITGAE1"	1.04265242028606e-148	1.6600163976362	0.598	0.252	2.20885915237602e-144	"7"	"ITGAE"
"LYST1"	9.79136778195603e-146	0.936489453055246	0.668	0.275	2.07430126460738e-141	"7"	"LYST"
"CCL3L1"	8.46882137649193e-145	3.49747302111109	0.435	0.087	1.79411980860982e-140	"7"	"CCL3L1"
"HLA-DRB61"	1.20225978190654e-136	0.813798592261112	0.762	0.416	2.54698734796899e-132	"7"	"HLA-DRB6"
"HLA-DRB11"	8.79478967115375e-136	0.686047918758861	0.819	0.474	1.86317619183392e-131	"7"	"HLA-DRB1"
"CXCR62"	1.19619648734992e-134	0.786008398786585	0.697	0.299	2.5341422584508e-130	"7"	"CXCR6"
"TIGIT2"	1.97746302681733e-134	0.717287235100059	0.72	0.305	4.1892554223125e-130	"7"	"TIGIT"
"LAG3"	4.25045068742619e-134	1.39719673685221	0.53	0.14	9.00457978131239e-130	"7"	"LAG3"
"FASLG"	1.17575165796276e-131	1.63155501595724	0.536	0.124	2.49082988739412e-127	"7"	"FASLG"
"HLA-DRB53"	3.31218043396349e-130	0.736538561008382	0.778	0.447	7.01685424935165e-126	"7"	"HLA-DRB5"
"KLRC41"	1.52006374373441e-129	1.25848334264036	0.46	0.131	3.22025504110134e-125	"7"	"KLRC4"
"GAPDH1"	3.30689279922283e-122	0.598027195078359	0.832	0.555	7.00565239515358e-118	"7"	"GAPDH"
"APOBEC3G1"	3.3842806453101e-118	0.736224467285394	0.746	0.409	7.16959854708944e-114	"7"	"APOBEC3G"
"DUSP21"	1.19653834393247e-116	0.944995767798147	0.6	0.25	2.53486648162094e-112	"7"	"DUSP2"
"CRTAM"	3.81485506235081e-113	1.69395998810882	0.335	0.098	8.0817704495902e-109	"7"	"CRTAM"
"HLA-DPA11"	5.04725600750246e-111	0.579302169782042	0.796	0.503	1.0692611851894e-106	"7"	"HLA-DPA1"
"RGS2"	4.99019760033859e-110	1.66671099704261	0.462	0.114	1.05717336163173e-105	"7"	"RGS2"
"COTL11"	8.89752285136076e-109	0.60354509135969	0.795	0.492	1.88494021606078e-104	"7"	"COTL1"
"TOX"	1.7338746137918e-107	0.958723247537038	0.525	0.185	3.67321336931793e-103	"7"	"TOX"
"CST72"	2.14966095063388e-105	0.519168034665632	0.786	0.454	4.55405672391787e-101	"7"	"CST7"
"CTSD"	1.15120614810792e-101	0.650598679054697	0.751	0.458	2.43883022476662e-97	"7"	"CTSD"
"SRGAP3"	3.37914489322854e-99	2.38711076938747	0.287	0.064	7.15871845630467e-95	"7"	"SRGAP3"
"PRF11"	2.35525776116048e-98	0.618752204490951	0.763	0.426	4.98961356701847e-94	"7"	"PRF1"
"KLRD11"	2.54854765721699e-98	0.644464660432675	0.476	0.17	5.3990982118142e-94	"7"	"KLRD1"
"SIRPG1"	5.5176335011181e-96	0.76935289342002	0.635	0.309	1.16891065721187e-91	"7"	"SIRPG"
"HLA-DRA1"	2.16965440188416e-95	0.881180512283168	0.59	0.26	4.59641285039159e-91	"7"	"HLA-DRA"
"GZMH1"	1.95800724121843e-94	0.430688597512996	0.608	0.297	4.14803834052125e-90	"7"	"GZMH"
"PTPN221"	3.3791152851377e-94	0.577321719329274	0.642	0.335	7.15865573156422e-90	"7"	"PTPN22"
