"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"104"	8.45144614995504e-55	2.70511979444483	0.54	0.287	1.79043886686798e-50	"5"	"WDR38"
"105"	5.65884809740283e-51	2.54381345041959	0.631	0.427	1.19882696943479e-46	"5"	"RPSA"
"106"	3.16149313405825e-44	2.0566608149916	0.383	0.219	6.6976232045024e-40	"5"	"RPL19P12"
"107"	9.10840100297593e-42	3.24581775630474	0.601	0.402	1.92961475248045e-37	"5"	"RPS7"
"108"	1.96692727029585e-41	3.48828439422479	0.599	0.407	4.16693542212177e-37	"5"	"EEF1A1"
"109"	2.24654419219767e-34	2.9575566410735	0.286	0.207	4.75930387117077e-30	"5"	"NACAP1"
"110"	9.12795210356573e-33	2.17876451645684	0.177	0.294	1.9337566531404e-28	"5"	"USMG5"
"111"	8.50268703551827e-30	2.06994129850332	0.134	0.336	1.80129424847455e-25	"5"	"MIR632"
"112"	1.30513307593116e-26	2.31678162245947	0.138	0.278	2.76492442136016e-22	"5"	"SMG1P2"
"113"	4.74137236673309e-23	3.01825642874561	0.379	0.443	1.00445973589241e-18	"5"	"MIR1244-2"
"114"	8.66999524014875e-19	2.08729031126124	0.185	0.354	1.83673849162551e-14	"5"	"BANF1"
"115"	2.23040194207356e-18	2.46490679431825	0.325	0.243	4.72510651428284e-14	"5"	"RPL9"
"116"	1.3786169488793e-16	2.41627916102997	0.154	0.349	2.9206000062008e-12	"5"	"NAPA-AS1"
"117"	1.96452118838954e-15	2.24892649281717	0.421	0.264	4.16183813760324e-11	"5"	"NACA2"
"118"	1.11431342861369e-10	2.49695314198228	0.164	0.298	2.36067299851811e-06	"5"	"ANAPC11"
"119"	6.42240470343692e-10	2.16130356436083	0.105	0.267	1.36058643642311e-05	"5"	"C14orf178"
"120"	0.00726197101370856	2.89302100957781	0.497	0.442	1	"5"	"RPL6"
"121"	1.12652250016526e-255	1.35179678147231	0.673	0.144	2.38653791660011e-251	"6"	"FOXP3"
"122"	1.5820688802595e-183	1.05416056886279	0.598	0.151	3.35161292282975e-179	"6"	"IL2RA"
"123"	6.96169075996422e-164	1.88182415760452	0.482	0.086	1.47483418749842e-159	"6"	"RTKN2"
"124"	1.35984080584433e-128	1.25608595303652	0.506	0.164	2.88082274718122e-124	"6"	"STAM"
"125"	5.97286510952091e-125	1.51538194152812	0.416	0.105	1.26535147345201e-120	"6"	"CCR4"
"126"	4.51196665162138e-112	1.25351930311862	0.454	0.129	9.5586013514599e-108	"6"	"IKZF2"
"127"	4.14484308596683e-92	1.37126932479725	0.365	0.087	8.78085007762073e-88	"6"	"F5"
"128"	8.81949309682371e-88	1.09766789458264	0.435	0.144	1.8684096125621e-83	"6"	"CCDC141"
"129"	2.96729885822269e-71	1.44125228172523	0.266	0.088	6.28622263114477e-67	"6"	"HPGD"
"130"	3.00780508160964e-71	0.961255179934362	0.388	0.14	6.37203506539003e-67	"6"	"IL6R"
"131"	4.30230369899529e-58	1.63626628679217	0.315	0.066	9.11443038632152e-54	"6"	"REREP3"
"132"	2.87632308809949e-53	1.87392488766169	0.274	0.046	6.09349046213876e-49	"6"	"FANK1"
"133"	6.51808655822381e-48	1.04666544517435	0.339	0.131	1.38085663735971e-43	"6"	"RNF214"
"134"	9.606444000081e-43	0.926533944493803	0.299	0.134	2.03512516141716e-38	"6"	"CSGALNACT1"
"135"	7.0206936994723e-36	0.979937152005717	0.327	0.137	1.48733396023321e-31	"6"	"SHMT2"
"136"	1.59680916092831e-34	1.03501359789815	0.271	0.099	3.38284020742663e-30	"6"	"C15orf53"
"137"	2.20128956356134e-33	1.26013140877329	0.367	0.2	4.66343194040471e-29	"6"	"MIR4435-2HG"
"138"	1.08598122692575e-23	1.33385838549132	0.518	0.383	2.30065122924219e-19	"6"	"ANXA2P2"
"139"	2.76894231390017e-15	0.937554880989005	0.266	0.156	5.86600429199752e-11	"6"	"DUSP16"
"140"	0.000758958863465133	1.01394317505914	0.273	0.239	1	"6"	"LOC440311"
"141"	0	3.32458722248537	0.778	0.225	0	"7"	"CCL4L1"
